scheme,model,subset,n,r,r2,rmse,mae,mb,nmb,slope,mean_obs
random,cams_linear,ghana_south(<=8N),18117,0.8000523055242316,0.6312672599565738,4.460231456535015,3.092424348453269,-0.4541841097038305,-0.0250864385888081,0.5835514363803012,18.1047663699245
random,cams_linear,harmattan(DJF),7078,0.6798589090199554,0.0253535211325334,14.144456372829008,7.33802918263664,-1.5820339880847505,-0.053574670148446,0.9052455049568872,29.529514296610884
random,cams_linear,non_harmattan,26019,0.6969950566924562,0.4658524672070194,5.503179893878949,3.587741891084019,-0.2424031969603876,-0.013501063777577,0.5816567509987783,17.954377592303313
random,paperlike_gbdt,all,33097,0.8751431759215353,0.7629736451310696,5.129238645652355,3.269131523031008,-0.5668459348585936,-0.0277460442217334,0.7682103688230176,20.42979281401794
random,paperlike_gbdt,ghana,18395,0.8599574965360188,0.6930164692018039,4.143171850011825,2.5705811924391675,0.3284460357542751,0.0179791293819278,0.9211006170412084,18.268183557565344
random,paperlike_gbdt,ghana_reference,155,0.8812822811540552,0.7554015725919261,5.386740405714687,3.8063464080825526,-1.4590584750074207,-0.067895411016614,0.7259426592252264,21.4897951593575
random,paperlike_gbdt,reference_all,791,0.8787362623436971,0.7430390025064784,13.220329193211796,8.097918866991428,-2.2590935679289013,-0.072275827104005,0.6429250908855885,31.256557807053
random,paperlike_gbdt,ghana_north(>8N),278,0.8786527588962085,0.3732591447526945,6.57191290772322,5.078816874149544,4.332091107307535,0.1498064101095034,1.08446427789321,28.917928839900267
random,paperlike_gbdt,ghana_south(<=8N),18117,0.8549937668669142,0.6892290942207542,4.09469655207761,2.532093058668925,0.2670112877335319,0.0147481211454398,0.903001561795499,18.1047663699245
random,paperlike_gbdt,harmattan(DJF),7078,0.8661012211431472,0.7479164824885912,7.193411858391372,4.444807717066337,-0.0627414920834565,-0.0021247045059138,0.7907150357844082,29.529514296610884
random,paperlike_gbdt,non_harmattan,26019,0.8214996822783994,0.6580173966547832,4.403369230696321,2.9493100040878484,-0.7039784628559193,-0.0392092936241744,0.6009107675312358,17.954377592303313
random,lgbm,all,33097,0.9528377264391812,0.9063196024410196,3.224623015796773,1.8115911437629475,-0.2558099141568305,-0.0125214149984578,0.8779107068354852,20.42979281401794
random,lgbm,ghana,18395,0.9420641659635416,0.8872447206956622,2.510983456554925,1.3658819186348117,-0.1147389806604824,-0.0062808094903866,0.8895352681155946,18.268183557565344
random,lgbm,ghana_reference,155,0.8935160193996097,0.7921425230233514,4.965717881740861,3.335526761142537,-0.6151166578009261,-0.0286236631498593,0.7491147300624382,21.4897951593575
random,lgbm,reference_all,791,0.925882735363345,0.8469360254986454,10.203405763440188,6.270540983298614,-1.3990620202904347,-0.0447605916469387,0.7773693727013402,31.256557807053
random,lgbm,ghana_north(>8N),278,0.930805307931577,0.8630224362559686,3.07236292218159,2.27603119330245,0.2575846248817269,0.008907436846802,0.9121243435525772,28.917928839900267
random,lgbm,ghana_south(<=8N),18117,0.9403697959421308,0.8840264298822857,2.501387984191517,1.3519159475381834,-0.1204521761310754,-0.0066530643737645,0.884329445739077,18.1047663699245
random,lgbm,harmattan(DJF),7078,0.9478833151395456,0.8972978472433211,4.59147765279044,2.6004474092546004,-0.2968522944953947,-0.0100527320400073,0.8724265497772321,29.529514296610884
random,lgbm,non_harmattan,26019,0.9335525388683512,0.8678617608860477,2.7371421585771163,1.5969970145823515,-0.2446450743076297,-0.0136259289997612,0.8238911911964929,17.954377592303313
random,xgb_ratio,all,33097,0.9275352078770088,0.8594356679920057,3.949955049872446,2.332482831065291,-0.295950751936865,-0.0144862336407933,0.8694472110609824,20.42979281401794
random,xgb_ratio,ghana,18395,0.9160716855763824,0.8373062772696391,3.01620466436061,1.8059139977879424,-0.1327466625752811,-0.0072665496357084,0.8754378652666999,18.268183557565344
random,xgb_ratio,ghana_reference,155,0.8773432140121704,0.749875709450055,5.447248042263917,3.610410584182701,-1.2061008177848755,-0.0561243515278316,0.6932803590283764,21.4897951593575
random,xgb_ratio,reference_all,791,0.9110722967718736,0.8221937449585972,10.997201488271251,7.066826941382302,-1.7373527594896787,-0.0555836240898429,0.7767625751379784,31.256557807053
random,xgb_ratio,ghana_north(>8N),278,0.8923492772317199,0.7649071871594507,4.025014716717923,2.903773850622741,0.4550911164957311,0.0157373344064602,0.946601484264078,28.917928839900267
random,xgb_ratio,ghana_south(<=8N),18117,0.9138266998935664,0.8333966210083954,2.9980815974830985,1.7890676634562055,-0.1417668592183092,-0.0078303611502996,0.8681554623748889,18.1047663699245
random,xgb_ratio,harmattan(DJF),7078,0.911978687463044,0.8282144639105915,5.938216107227015,3.501193049818822,-0.3139677675726869,-0.0106323376815148,0.8817430751516373,29.529514296610884
random,xgb_ratio,non_harmattan,26019,0.9064704021123836,0.8191477566136444,3.2021748816722067,2.0145562801472123,-0.2910495475604344,-0.0162105061043832,0.7923607408771199,17.954377592303313
random,catboost,all,33097,0.9652369420077932,0.9310216295787708,2.767012059701917,1.4637584692742531,-0.1652090313084985,-0.0080866718919998,0.9120231358882368,20.42979281401794
random,catboost,ghana,18395,0.950184495934191,0.9026688447224358,2.332928066705365,1.1956303409048208,-0.0987927042750769,-0.0054079106422249,0.900302734836692,18.268183557565344
random,catboost,ghana_reference,155,0.9036341551611112,0.8133587301720422,4.70547051944528,3.1597857594508705,-0.4342713435741275,-0.0202082588667686,0.7803390831981366,21.4897951593575
random,catboost,reference_all,791,0.9230613926115092,0.8482442627823472,10.15970795416143,6.216446676717243,-1.0430432141810977,-0.0333703800853508,0.8087610834439337,31.256557807053
random,catboost,ghana_north(>8N),278,0.943618800313456,0.8897819623236272,2.755967766353892,2.106419140813162,0.1268955243123263,0.0043881263078993,0.9093079427061036,28.917928839900267
random,catboost,ghana_south(<=8N),18117,0.948653372034016,0.8997335646279244,2.3258373136892105,1.181654556482758,-0.1022558233095361,-0.0056480056809461,0.896166786209941,18.1047663699245
random,catboost,harmattan(DJF),7078,0.962736694803665,0.926008497931085,3.897208340408626,2.046836201896948,-0.1948132549429159,-0.006597238714667,0.9019689836325886,29.529514296610884
random,catboost,non_harmattan,26019,0.9498010984429588,0.9010994339607308,2.3680042906518888,1.305142681138528,-0.1571557358365586,-0.0087530595270497,0.8791085770253382,17.954377592303313
random,extratrees,all,33097,0.9543361350951628,0.9092957105809488,3.1729885110343075,1.730205728779481,-0.2418752318867004,-0.0118393384645945,0.8815811117285429,20.42979281401794
random,extratrees,ghana,18395,0.9414307396782008,0.8858878961508394,2.5260460589878613,1.330107582143187,-0.1364845847203531,-0.0074711634186438,0.8783698541155607,18.268183557565344
random,extratrees,ghana_reference,155,0.9069889612303608,0.7951488512508438,4.929676476048424,3.256852147516437,-1.322507548650173,-0.0615411891478314,0.7202688662310712,21.4897951593575
random,extratrees,reference_all,791,0.927323712535667,0.8515766133683318,10.04754206579408,6.313168933525568,-1.6373910068571962,-0.0523855191273724,0.7983412952590366,31.256557807053
random,extratrees,ghana_north(>8N),278,0.9453346923661232,0.8900159492080733,2.75304082744499,2.0675648302237017,0.4964863440828364,0.0171688071725868,0.9012634081955928,28.917928839900267
random,extratrees,ghana_south(<=8N),18117,0.939464225780302,0.8820695055010119,2.5224037639215933,1.3187915190551271,-0.1461973361807101,-0.0080750744413676,0.871990759506557,18.1047663699245
random,extratrees,harmattan(DJF),7078,0.9509532220903724,0.90238883857882,4.4762304940644455,2.433682018309068,-0.3731884491492248,-0.0126378119667229,0.8707618200234435,29.529514296610884
random,extratrees,non_harmattan,26019,0.9339284896215462,0.8702590134723998,2.7121998918293286,1.538837683224678,-0.2061538378368082,-0.011482093254248,0.8396842618899008,17.954377592303313
random,stack,all,33097,0.9642024268443932,0.9208888622154028,2.9632848604474167,1.803177892650192,0.9666028760895212,0.0473133959256936,0.9484791857890632,20.42979281401794
random,stack,ghana,18395,0.9491490969019952,0.8832811002422407,2.554735844112547,1.5410291609206306,0.9402353640177236,0.0514684648889652,0.9410774703896406,18.268183557565344
random,stack,ghana_reference,155,0.9070643822062212,0.8208943525237969,4.609500395530884,3.1628883064760256,0.3183283159944243,0.0148129990832328,0.7938354785932278,21.4897951593575
random,stack,reference_all,791,0.9291371689911618,0.8628735802152555,9.657600434881434,6.136256176035007,0.3677051837851097,0.0117640971873792,0.8494049132389446,31.256557807053
random,stack,ghana_north(>8N),278,0.9493614245083206,0.8386614570640005,3.3343935848395705,2.710044012594293,2.01583710954923,0.0697089034525815,0.958704327515973,28.917928839900267
random,stack,ghana_south(<=8N),18117,0.947489568609969,0.8803327736536125,2.5409092749158924,1.5230909742028915,0.923730573751247,0.0510214025896374,0.9354941595109606,18.1047663699245
random,stack,harmattan(DJF),7078,0.9628988302604666,0.9174983502123968,4.115229100656825,2.5779501178258686,1.4011614583668146,0.0474495260671329,0.9373443090525744,29.529514296610884
random,stack,non_harmattan,26019,0.9471576305273568,0.8842478168596477,2.5618145724849954,1.5924150727957225,0.8483890459900294,0.0472524899082949,0.9092746725038396,17.954377592303313
random,stack_rk,all,33097,0.9642024268443932,0.9208888622154028,2.9632848604474167,1.803177892650192,0.9666028760895212,0.0473133959256936,0.9484791857890632,20.42979281401794
random,stack_rk,ghana,18395,0.9491490969019952,0.8832811002422407,2.554735844112547,1.5410291609206306,0.9402353640177236,0.0514684648889652,0.9410774703896406,18.268183557565344
random,stack_rk,ghana_reference,155,0.9070643822062212,0.8208943525237969,4.609500395530884,3.1628883064760256,0.3183283159944243,0.0148129990832328,0.7938354785932278,21.4897951593575
random,stack_rk,reference_all,791,0.9291371689911618,0.8628735802152555,9.657600434881434,6.136256176035007,0.3677051837851097,0.0117640971873792,0.8494049132389446,31.256557807053
random,stack_rk,ghana_north(>8N),278,0.9493614245083206,0.8386614570640005,3.3343935848395705,2.710044012594293,2.01583710954923,0.0697089034525815,0.958704327515973,28.917928839900267
random,stack_rk,ghana_south(<=8N),18117,0.947489568609969,0.8803327736536125,2.5409092749158924,1.5230909742028915,0.923730573751247,0.0510214025896374,0.9354941595109606,18.1047663699245
random,stack_rk,harmattan(DJF),7078,0.9628988302604666,0.9174983502123968,4.115229100656825,2.5779501178258686,1.4011614583668146,0.0474495260671329,0.9373443090525744,29.529514296610884
random,stack_rk,non_harmattan,26019,0.9471576305273568,0.8842478168596477,2.5618145724849954,1.5924150727957225,0.8483890459900294,0.0472524899082949,0.9092746725038396,17.954377592303313
temporal,cams_raw,all,33097,0.7054315203221526,0.0618642459615442,10.204398985188387,7.804268349199016,-6.561420308393297,-0.3211692046084367,0.652023355505275,20.42979281401794
temporal,cams_raw,ghana,18395,0.707443746609052,-0.4140637169719707,8.892213845787778,7.277168614480545,-6.617052153156787,-0.3622173015891603,0.757026775562755,18.268183557565344
temporal,cams_raw,ghana_reference,155,0.8718707228003637,0.1052922171746849,10.302433600048351,8.600983160477462,-8.429852233996606,-0.3922723400332608,0.5541199756661259,21.4897951593575
temporal,cams_raw,reference_all,791,0.7695630017038074,0.5351436824334133,17.78148523487426,12.255329532375534,-5.163656644108539,-0.1652023449281855,0.6951374118925192,31.256557807053
temporal,cams_raw,ghana_north(>8N),278,0.6366754091848444,-3.4516446190581656,17.514915235077225,16.023586914389938,-12.403241362644366,-0.4289118156183672,1.2168572402696112,28.917928839900267
temporal,cams_raw,ghana_south(<=8N),18117,0.7139989944078232,-0.4008422573503258,8.693530117688267,7.142957415751462,-6.528264793205495,-0.36058265872186,0.7578512837047343,18.1047663699245
temporal,cams_raw,harmattan(DJF),7078,0.714814620261073,0.1187681158073232,13.449551507212606,10.311951253972731,-7.601250937681191,-0.257411986574855,0.7488049262724843,29.529514296610884
temporal,cams_raw,non_harmattan,26019,0.5439263274403804,-0.4682827691841866,9.124056111772584,7.122098411845991,-6.278553126945135,-0.3496948359622683,0.4385984074213592,17.954377592303313
temporal,cams_linear,all,33097,0.7005486714377612,0.3029346733957142,8.796123679151375,4.524662016768001,-0.4754671165242007,-0.0232732226338564,0.7927342112117072,20.42979281401794
temporal,cams_linear,ghana,18395,0.6830145176382277,0.3848504780630105,5.864969450146782,3.323149492913187,-0.3252544150970367,-0.0178044201314333,0.6594123308851498,18.268183557565344
temporal,cams_linear,ghana_reference,155,0.8685996120179521,0.5756234678204619,7.095367532465901,4.706022266307152,-2.5995799716017927,-0.1209681131125083,0.4512296592489766,21.4897951593575
temporal,cams_linear,reference_all,791,0.5980306053847753,-0.1216575358808997,27.620962227367325,16.225385299165097,4.644436458738215,0.1485907849293054,0.757733497919912,31.256557807053
temporal,cams_linear,ghana_north(>8N),278,0.7130272801001618,-12.82335730803964,30.864167230268507,15.36455577125623,10.073549515871676,0.3483496197684957,2.963875219578259,28.917928839900267
temporal,cams_linear,ghana_south(<=8N),18117,0.7963772463048809,0.6235805153154305,4.506481514114868,3.138377679402155,-0.4848209820126023,-0.0267786378518522,0.5711092488679917,18.1047663699245
temporal,cams_linear,harmattan(DJF),7078,0.6585654447403759,-0.2000475813458873,15.695022201844932,7.773304780481184,-1.477471505393022,-0.0500337218740706,0.9535671886928236,29.529514296610884
temporal,cams_linear,non_harmattan,26019,0.6879356403764593,0.4460323852601872,5.604350448356498,3.640927304382364,-0.2028898820258144,-0.0113003016107219,0.5852369783079517,17.954377592303313
temporal,paperlike_gbdt,all,33097,0.8044932414718035,0.6293863894752038,6.41379787040287,4.203762786334018,-1.1934287319642611,-0.0584160956906713,0.7040461125074885,20.42979281401794
temporal,paperlike_gbdt,ghana,18395,0.7945261985152425,0.530195339514618,5.125474405841075,3.2490733224228223,0.1528605503866195,0.0083675834493854,0.8833492273065469,18.268183557565344
temporal,paperlike_gbdt,ghana_reference,155,0.7645904692693304,0.575314674043534,7.097948503315523,4.672491846629078,-1.048434405887935,-0.0487875476761538,0.5878502627414979,21.4897951593575
temporal,paperlike_gbdt,reference_all,791,0.8325120144925275,0.6639815083956615,15.117857718528438,9.406026667298198,-1.9440611666043748,-0.0621969053215994,0.5653508119171139,31.256557807053
temporal,paperlike_gbdt,ghana_north(>8N),278,0.7548475541824559,-0.5314748082876801,10.273128611453895,5.993732054305712,4.432218535766818,0.1532688789817944,1.2517538618335349,28.917928839900267
temporal,paperlike_gbdt,ghana_south(<=8N),18117,0.7900601914625569,0.535616451666896,5.005413479289878,3.206957346959807,0.0871950693502616,0.00481613888678,0.8591470148418167,18.1047663699245
temporal,paperlike_gbdt,harmattan(DJF),7078,0.7972195914110408,0.6109245616640684,8.936750002263045,5.735734512814335,-0.4755754033531128,-0.0161050872214208,0.7578554943001803,29.529514296610884
temporal,paperlike_gbdt,non_harmattan,26019,0.7048222205870236,0.4602725318158608,5.531849509372605,3.787017489434533,-1.3887077918785435,-0.0773464735683098,0.4616179345709021,17.954377592303313
temporal,lgbm,all,33097,0.9097021296941395,0.8260595050529299,4.393948249609461,2.570099613636678,-0.4053143662750179,-0.0198393772254464,0.8314617481574368,20.42979281401794
temporal,lgbm,ghana,18395,0.885632214093568,0.7598924789723533,3.6641925790757934,2.0902886072764706,-0.1004562139866616,-0.0054989711303322,0.9223197515476012,18.268183557565344
temporal,lgbm,ghana_reference,155,0.8530500282000332,0.7168407351590071,5.795816202327553,3.971150783948765,-0.9504819126368194,-0.0442294542869545,0.6791508137026228,21.4897951593575
temporal,lgbm,reference_all,791,0.8749604339957627,0.7496345560868417,13.04955967758483,8.222837729465267,-1.5260761014670654,-0.0488241894992899,0.6677431880757428,31.256557807053
temporal,lgbm,ghana_north(>8N),278,0.8641185839184409,0.5935299360174828,5.292514778890586,3.3052727675625686,1.0578480585506047,0.0365810450813134,1.0664625196272908,28.917928839900267
temporal,lgbm,ghana_south(<=8N),18117,0.8824992798886079,0.7552889724976801,3.633526368990369,2.071645035130998,-0.1182300500392839,-0.0065303272974395,0.9133880442102436,18.1047663699245
temporal,lgbm,harmattan(DJF),7078,0.8860441647546868,0.7805965373978221,6.710956751580251,3.904280026723055,-0.3545460719625163,-0.0120064985966669,0.8401613169582659,29.529514296610884
temporal,lgbm,non_harmattan,26019,0.8887361861775414,0.7829306331244414,3.5081840211761874,2.207159878680477,-0.4191249657271062,-0.0233438872259641,0.7349004071968853,17.954377592303313
temporal,xgb_ratio,all,33097,0.8660768559129494,0.722218021173836,5.552730818629117,3.014280325509262,-0.2990985611642031,-0.0146403129922578,0.8925716038437023,20.42979281401794
temporal,xgb_ratio,ghana,18395,0.8273343515933025,0.5164180621690038,5.200085022292483,2.5434152324974986,0.0249199480034948,0.0013641174517963,1.023641750952326,18.268183557565344
temporal,xgb_ratio,ghana_reference,155,0.8442867372035889,0.6732689725796355,6.225789114305637,4.139425965017917,-1.783288152046473,-0.0829830223518887,0.617507846540038,21.4897951593575
temporal,xgb_ratio,reference_all,791,0.8800591081002417,0.7725259727860233,12.438687954191003,8.140275906658314,-1.1550428914119504,-0.0369536178149251,0.770918022029484,31.256557807053
temporal,xgb_ratio,ghana_north(>8N),278,0.8179939008836817,0.1708323634311095,7.559080456260305,4.386556743336168,1.6691366809877828,0.0577197865804534,1.222608314597564,28.917928839900267
temporal,xgb_ratio,ghana_south(<=8N),18117,0.8226819602786373,0.5073528393013413,5.1554851241328326,2.5151327718244763,-0.0003100708610871,-1.7126476793548343e-05,1.0154596831071296,18.1047663699245
temporal,xgb_ratio,harmattan(DJF),7078,0.8226074340638748,0.5549820401301951,9.55765765736994,4.979429364019054,0.2401082644178838,0.0081311281318785,0.9633237245826424,29.529514296610884
temporal,xgb_ratio,non_harmattan,26019,0.8661552959701673,0.7465416145887586,3.790848500097431,2.479696948186063,-0.4457800597410127,-0.0248284886206308,0.7386532601832312,17.954377592303313
temporal,catboost,all,33097,0.9299075291533508,0.8623421909670655,3.90890407927127,2.2984877884613035,-0.4746371764133999,-0.0232325986236985,0.8471775337112788,20.42979281401794
temporal,catboost,ghana,18395,0.9099030355715486,0.8227493489813767,3.148250843142038,1.9037767332041515,-0.289669599721367,-0.0158565080544861,0.8830731124833692,18.268183557565344
temporal,catboost,ghana_reference,155,0.8474046337520884,0.7132413505840456,5.832536693448976,4.101474331116612,-0.331997976480659,-0.0154490991663126,0.7711785541822392,21.4897951593575
temporal,catboost,reference_all,791,0.8660175849262092,0.7440096027686025,13.195337472550705,8.211423604444292,-1.1038740426541744,-0.0353165581913529,0.6939601766619979,31.256557807053
temporal,catboost,ghana_north(>8N),278,0.8859831466442877,0.7282589854284169,4.327383579301992,2.929461089180107,0.4113555811120047,0.0142249323383224,0.9913291946917956,28.917928839900267
temporal,catboost,ghana_south(<=8N),18117,0.9075594243504916,0.8187958976440899,3.1266952855343417,1.888037910498333,-0.3004266235261734,-0.0165937862653251,0.8749656791171938,18.1047663699245
temporal,catboost,harmattan(DJF),7078,0.9172179938054006,0.8404260210259878,5.72326346292494,3.238138484282572,-0.4081144470005486,-0.0138205607752711,0.8347116508891396,29.529514296610884
temporal,catboost,non_harmattan,26019,0.9059911589539384,0.814358889721253,3.244293787679566,2.042872752332977,-0.4927334859865642,-0.0274436406081706,0.778528734290452,17.954377592303313
temporal,extratrees,all,33097,0.908618404725415,0.8208601694752451,4.459135468273524,2.630430417744523,-0.5229970866904188,-0.0255997254329257,0.7823639033223967,20.42979281401794
temporal,extratrees,ghana,18395,0.8802930183211217,0.7594599044462007,3.6674917741802777,2.141288120566517,-0.0992286705224183,-0.0054317754258236,0.8837301572461977,18.268183557565344
temporal,extratrees,ghana_reference,155,0.8546991932070377,0.693205154019336,6.032859988311374,4.056376962638361,-1.7828690907377625,-0.082963521872447,0.6428826729935609,21.4897951593575
temporal,extratrees,reference_all,791,0.8818439144985898,0.7576016784309245,12.840249684593704,8.136659200423367,-1.84302318883999,-0.0589643683804527,0.6694544543410809,31.256557807053
temporal,extratrees,ghana_north(>8N),278,0.8768433382782113,0.5658073988623052,5.470021152985742,3.432814626953478,1.8475900230021256,0.0638908143536498,1.112406167148182,28.917928839900267
temporal,extratrees,ghana_south(<=8N),18117,0.8768407963680428,0.7553771070164427,3.632871989127445,2.121470028786665,-0.1291020268617584,-0.0071308308665182,0.8694526697456001,18.1047663699245
temporal,extratrees,harmattan(DJF),7078,0.8806532608783559,0.7701423243516438,6.868979286664407,4.070239697490572,-1.0535893020906386,-0.0356791951099432,0.7758036978376062,29.529514296610884
temporal,extratrees,non_harmattan,26019,0.8896996958566442,0.7802790924394309,3.529545529487036,2.2387562534014456,-0.3786590375493006,-0.0210900676229302,0.7083058020857445,17.954377592303313
temporal,stack,all,33097,0.9261393372979232,0.8539345078738181,4.026506458363375,2.4634864500606573,0.6488372239353374,0.0317593638781366,0.860139052239056,20.42979281401794
temporal,stack,ghana,18395,0.9016370400715013,0.7822422623699266,3.4894919981702506,2.1449866837438574,0.8519691127439784,0.0466367720720189,0.9329938724483188,18.268183557565344
temporal,stack,ghana_reference,155,0.8539143776350261,0.7286548272503083,5.673620282668821,4.071785883709379,0.1099591707755203,0.005116808697343,0.7465236890007314,21.4897951593575
temporal,stack,reference_all,791,0.8802245047938789,0.7708280210554292,12.485025168943029,8.056534446380187,0.1757365647545795,0.00562239021454,0.7196720903371457,31.256557807053
temporal,stack,ghana_north(>8N),278,0.888764257287614,0.5409201281067135,5.624603624527232,3.763969517790409,2.858768610773425,0.0988580000525129,1.1108280931554502,28.917928839900267
temporal,stack,ghana_south(<=8N),18117,0.8989659843825457,0.7798399629624198,3.4464405448214785,2.120143871585942,0.8211753687216686,0.045356860836702,0.9211419253210382,18.1047663699245
temporal,stack,harmattan(DJF),7078,0.909694940805102,0.8229624329922498,6.0283077828963805,3.6106248480453593,0.9089697345756108,0.0307817367209434,0.8490218231061157,29.529514296610884
temporal,stack,non_harmattan,26019,0.9042957941149928,0.8106211245590915,3.276791912085222,2.151428124185884,0.5780728628794992,0.0321967642658527,0.7859599000471694,17.954377592303313
temporal,stack_rk,all,33097,0.9261393372979232,0.8539345078738181,4.026506458363375,2.4634864500606573,0.6488372239353374,0.0317593638781366,0.860139052239056,20.42979281401794
temporal,stack_rk,ghana,18395,0.9016370400715013,0.7822422623699266,3.4894919981702506,2.1449866837438574,0.8519691127439784,0.0466367720720189,0.9329938724483188,18.268183557565344
temporal,stack_rk,ghana_reference,155,0.8539143776350261,0.7286548272503083,5.673620282668821,4.071785883709379,0.1099591707755203,0.005116808697343,0.7465236890007314,21.4897951593575
temporal,stack_rk,reference_all,791,0.8802245047938789,0.7708280210554292,12.485025168943029,8.056534446380187,0.1757365647545795,0.00562239021454,0.7196720903371457,31.256557807053
temporal,stack_rk,ghana_north(>8N),278,0.888764257287614,0.5409201281067135,5.624603624527232,3.763969517790409,2.858768610773425,0.0988580000525129,1.1108280931554502,28.917928839900267
temporal,stack_rk,ghana_south(<=8N),18117,0.8989659843825457,0.7798399629624198,3.4464405448214785,2.120143871585942,0.8211753687216686,0.045356860836702,0.9211419253210382,18.1047663699245
temporal,stack_rk,harmattan(DJF),7078,0.909694940805102,0.8229624329922498,6.0283077828963805,3.6106248480453593,0.9089697345756108,0.0307817367209434,0.8490218231061157,29.529514296610884
temporal,stack_rk,non_harmattan,26019,0.9042957941149928,0.8106211245590915,3.276791912085222,2.151428124185884,0.5780728628794992,0.0321967642658527,0.7859599000471694,17.954377592303313
